cnt, cg_residual
1526,1.111e-08
1527,1.11486e-08
1528,1.0639e-08
1529,8.92907e-09
1530,9.97535e-09
1531,1.01655e-08
1532,1.03368e-08
1533,1.01467e-08
1534,9.4966e-09
1535,9.664e-09
1536,8.70797e-09
1537,9.58308e-09
1538,9.57909e-09
1539,9.64444e-09
1540,9.41762e-09
1541,9.13601e-09
1542,9.16913e-09
1543,8.97564e-09
1544,8.72874e-09
1545,7.26116e-09
1546,8.53992e-09
1547,8.34389e-09
1548,8.17958e-09
1549,8.05137e-09
1550,7.94443e-09
1551,7.71938e-09
1552,7.18137e-09
1553,7.10518e-09
1554,7.10497e-09
1555,7.10364e-09
1556,7.088e-09
1557,7.00961e-09
1558,6.83429e-09
1559,6.7194e-09
1560,6.50497e-09
1561,6.38867e-09
1562,6.33251e-09
1563,6.16386e-09
1564,6.0256e-09
1565,6.09859e-09
1566,6.15178e-09
1567,6.09198e-09
1568,5.18057e-09
1569,5.21649e-09
1570,5.97933e-09
1571,5.78088e-09
1572,5.64453e-09
1573,5.69893e-09
1574,5.48712e-09
1575,5.40209e-09
1576,4.94148e-09
1577,5.54628e-09
1578,5.47932e-09
1579,5.44893e-09
1580,5.40519e-09
1581,5.2594e-09
1582,5.02695e-09
1583,4.72224e-09
1584,4.73773e-09
1585,4.5268e-09
1586,4.8186e-09
1587,4.66322e-09
1588,4.54626e-09
1589,4.65564e-09
1590,4.26904e-09
1591,4.34223e-09
1592,3.97029e-09
1593,4.42319e-09
1594,4.42272e-09
1595,4.31995e-09
1596,4.23959e-09
1597,4.17946e-09
1598,4.16148e-09
1599,3.8514e-09
1600,4.16355e-09
1601,4.03049e-09
1602,3.902e-09
1603,4.02129e-09
1604,3.91631e-09
1605,3.88941e-09
1606,3.92412e-09
1607,3.27365e-09
1608,3.90523e-09
1609,3.77612e-09
1610,3.67375e-09
1611,3.66817e-09
1612,3.63488e-09
1613,3.48177e-09
1614,3.3181e-09
1615,3.16508e-09
1616,3.39112e-09
1617,3.34797e-09
1618,3.16469e-09
1619,3.36421e-09
1620,3.37713e-09
1621,3.48685e-09
1622,3.28923e-09
1623,2.73495e-09
1624,3.12218e-09
1625,3.04695e-09
1626,2.95626e-09
1627,2.91562e-09
1628,2.91296e-09
1629,2.91166e-09
1630,2.70064e-09
1631,2.93217e-09
1632,2.87294e-09
1633,2.64622e-09
1634,2.71693e-09
1635,2.66866e-09
1636,2.62224e-09
1637,2.64874e-09
1638,2.53031e-09
1639,2.54482e-09
1640,2.50998e-09
1641,2.39644e-09
1642,2.31053e-09
1643,2.48061e-09
1644,2.43717e-09
1645,2.37947e-09
1646,2.04208e-09
1647,2.38889e-09
1648,2.35553e-09
1649,2.26678e-09
1650,2.15921e-09
1651,2.35904e-09
1652,2.28045e-09
1653,2.12054e-09
1654,1.92071e-09
1655,2.07709e-09
1656,2.06437e-09
1657,1.96066e-09
1658,2.01083e-09
1659,2.01834e-09
1660,1.998e-09
1661,1.96856e-09
1662,1.88018e-09
1663,1.94018e-09
1664,1.9007e-09
1665,1.84197e-09
1666,1.69739e-09
1667,1.81451e-09
1668,1.74145e-09
1669,1.63357e-09
1670,1.6113e-09
1671,1.62676e-09
1672,1.66628e-09
1673,1.69005e-09
1674,1.76576e-09
1675,1.81985e-09
1676,1.694e-09
1677,1.28621e-09
1678,1.59178e-09
1679,1.58017e-09
1680,1.56359e-09
1681,1.42505e-09
1682,1.46779e-09
1683,1.52018e-09
1684,1.46905e-09
1685,1.26045e-09
1686,1.43487e-09
1687,1.43329e-09
1688,1.43028e-09
1689,1.37218e-09
1690,1.30726e-09
1691,1.20479e-09
1692,1.22981e-09
1693,1.17392e-09
1694,1.28155e-09
1695,1.24578e-09
1696,1.16033e-09
1697,1.25195e-09
1698,1.19063e-09
1699,1.2147e-09
1700,1.23194e-09
1701,9.7384e-10
1702,1.18224e-09
1703,1.14432e-09
1704,1.11976e-09
1705,1.1273e-09
1706,1.11028e-09
1707,1.08958e-09
1708,1.06345e-09
1709,1.08995e-09
1710,1.05873e-09
1711,1.03321e-09
1712,1.05346e-09
1713,1.00947e-09
1714,9.65631e-10
1715,8.48354e-10
1716,9.42261e-10
1717,9.46338e-10
1718,9.39016e-10
1719,9.21597e-10
1720,9.06936e-10
1721,9.05996e-10
1722,8.99038e-10
1723,8.83379e-10
1724,7.89171e-10
1725,8.84725e-10
1726,8.84019e-10
1727,8.42486e-10
1728,8.06279e-10
1729,7.88825e-10
1730,7.65639e-10
1731,7.26973e-10
1732,6.90302e-10
1733,7.68268e-10
1734,7.35179e-10
1735,7.13041e-10
1736,7.21334e-10
1737,6.95778e-10
1738,7.0395e-10
1739,6.94292e-10
1740,6.91585e-10
1741,6.90961e-10
1742,6.7648e-10
1743,6.56144e-10
1744,6.49906e-10
1745,6.38919e-10
1746,5.99457e-10
1747,5.41482e-10
1748,5.47077e-10
1749,5.4362e-10
1750,5.74933e-10
1751,6.00617e-10
1752,5.93785e-10
1753,5.78634e-10
1754,5.65394e-10
1755,4.86857e-10
1756,5.60359e-10
1757,5.56789e-10
1758,5.36033e-10
1759,5.18364e-10
1760,4.93068e-10
1761,4.79249e-10
1762,4.57174e-10
1763,4.70597e-10
1764,4.52038e-10
1765,4.59375e-10
1766,4.83169e-10
1767,4.95433e-10
1768,4.81205e-10
1769,4.76449e-10
1770,4.68611e-10
1771,4.79908e-10
1772,4.76583e-10
1773,4.28895e-10
1774,4.47135e-10
1775,4.53755e-10
1776,4.41848e-10
1777,4.31946e-10
1778,3.63664e-10
1779,4.23279e-10
1780,4.09001e-10
1781,3.5838e-10
1782,3.96734e-10
1783,3.95873e-10
1784,4.07946e-10
1785,3.826e-10
1786,3.16643e-10
1787,3.70319e-10
1788,3.71869e-10
1789,3.74919e-10
1790,3.76238e-10
1791,3.79539e-10
1792,3.87164e-10
1793,3.59448e-10
1794,3.70752e-10
1795,3.62158e-10
1796,3.54264e-10
1797,3.2069e-10
1798,3.28967e-10
1799,3.08298e-10
1800,3.29253e-10
1801,3.32802e-10
1802,3.35282e-10
1803,3.27879e-10
1804,3.19746e-10
1805,3.17389e-10
1806,3.1736e-10
1807,3.15798e-10
1808,3.04636e-10
1809,3.01333e-10
1810,2.98736e-10
1811,2.84216e-10
1812,2.89596e-10
1813,2.90717e-10
1814,2.52103e-10
1815,2.83101e-10
1816,2.66208e-10
1817,2.57886e-10
1818,2.61084e-10
1819,2.69627e-10
1820,2.6808e-10
1821,2.59349e-10
1822,2.59756e-10
1823,2.61004e-10
1824,2.31337e-10
1825,2.56838e-10
1826,2.49795e-10
1827,2.47681e-10
1828,2.51055e-10
1829,2.43479e-10
1830,2.29917e-10
1831,2.25904e-10
1832,2.28185e-10
1833,2.37336e-10
1834,2.32845e-10
1835,2.25539e-10
1836,2.27415e-10
1837,2.25174e-10
1838,2.17421e-10
1839,2.12346e-10
1840,2.01661e-10
1841,2.06863e-10
1842,2.00724e-10
1843,1.97687e-10
1844,1.96897e-10
1845,1.93539e-10
1846,1.82711e-10
1847,1.81477e-10
1848,1.79241e-10
1849,1.82121e-10
1850,1.6231e-10
1851,1.75967e-10
1852,1.80853e-10
1853,1.73583e-10
1854,1.68227e-10
1855,1.59904e-10
1856,1.71471e-10
1857,1.6845e-10
1858,1.6941e-10
1859,1.6948e-10
1860,1.64269e-10
1861,1.58963e-10
1862,1.53218e-10
1863,1.53498e-10
1864,1.34365e-10
1865,1.51138e-10
1866,1.49347e-10
1867,1.46958e-10
1868,1.44297e-10
1869,1.43127e-10
1870,1.34836e-10
1871,1.38928e-10
1872,1.34825e-10
1873,1.34539e-10
1874,1.34804e-10
1875,1.3735e-10
1876,1.32352e-10
1877,1.26086e-10
1878,1.22668e-10
1879,1.20938e-10
1880,1.15857e-10
1881,1.23502e-10
1882,1.22608e-10
1883,1.19687e-10
1884,1.17776e-10
1885,1.19419e-10
1886,1.02863e-10
1887,1.14328e-10
1888,1.10618e-10
1889,1.07765e-10
1890,1.05981e-10
1891,1.03574e-10
1892,9.67129e-11
1893,9.67996e-11
1894,9.99811e-11
1895,9.95575e-11
1896,9.55391e-11
1897,9.34057e-11
1898,9.66132e-11
1899,9.46118e-11
1900,9.34281e-11
1901,8.66748e-11
1902,9.04387e-11
1903,8.71118e-11
1904,8.3045e-11
1905,7.74795e-11
1906,8.04491e-11
1907,8.28053e-11
1908,8.02364e-11
1909,7.40803e-11
1910,7.84693e-11
1911,7.76719e-11
1912,7.46974e-11
1913,6.71795e-11
1914,7.23709e-11
1915,7.11457e-11
1916,6.97499e-11
1917,6.98699e-11
1918,6.84431e-11
1919,6.60479e-11
1920,6.6745e-11
1921,6.61462e-11
1922,6.47926e-11
1923,6.2816e-11
1924,6.02323e-11
1925,6.14378e-11
1926,5.99249e-11
1927,5.82593e-11
1928,5.24164e-11
1929,5.5466e-11
1930,5.54214e-11
1931,5.55052e-11
1932,5.30655e-11
1933,5.5509e-11
1934,5.47757e-11
1935,5.35479e-11
1936,5.36942e-11
1937,5.29378e-11
1938,5.06854e-11
1939,4.5671e-11
1940,5.02227e-11
1941,5.03737e-11
1942,5.0451e-11
1943,4.88874e-11
1944,4.73163e-11
1945,4.08119e-11
1946,4.66691e-11
1947,3.89841e-11
1948,4.54424e-11
1949,4.38795e-11
1950,4.30229e-11
1951,4.20658e-11
1952,3.85168e-11
1953,3.77914e-11
1954,3.90929e-11
1955,3.90075e-11
1956,3.86679e-11
1957,3.82554e-11
1958,3.85203e-11
1959,3.96856e-11
1960,3.86359e-11
1961,3.43866e-11
1962,3.64257e-11
1963,3.74474e-11
1964,3.76539e-11
1965,3.7231e-11
1966,3.58503e-11
1967,3.49408e-11
1968,3.50456e-11
1969,3.46024e-11
1970,3.19485e-11
1971,3.2967e-11
1972,3.13174e-11
1973,3.21518e-11
1974,3.16902e-11
1975,3.00096e-11
1976,2.9286e-11
1977,2.7287e-11
1978,2.82953e-11
1979,2.90245e-11
1980,2.95188e-11
1981,3.00085e-11
1982,3.03752e-11
1983,3.04413e-11
1984,2.99496e-11
1985,2.25197e-11
1986,2.89473e-11
1987,2.82075e-11
1988,2.79048e-11
1989,2.85755e-11
1990,2.74794e-11
1991,2.66852e-11
1992,2.56581e-11
1993,2.59334e-11
1994,2.3264e-11
1995,2.51353e-11
1996,2.48619e-11
1997,2.52363e-11
1998,2.54369e-11
1999,2.57367e-11
2000,2.411e-11
2001,2.56534e-11
2002,2.4781e-11
2003,2.47514e-11
2004,2.46049e-11
2005,2.18479e-11
2006,2.22518e-11
2007,2.42954e-11
2008,2.218e-11
2009,2.34947e-11
2010,2.08342e-11
2011,2.21755e-11
2012,2.12815e-11
2013,2.09344e-11
2014,2.10847e-11
2015,2.03271e-11
2016,1.84934e-11
2017,2.07842e-11
2018,2.06399e-11
2019,2.02451e-11
2020,2.00544e-11
2021,1.98831e-11
2022,1.93234e-11
2023,1.54649e-11
2024,1.91264e-11
2025,1.91831e-11
2026,1.7464e-11
2027,1.87636e-11
2028,1.86642e-11
2029,1.84653e-11
2030,1.82832e-11
2031,1.66531e-11
2032,1.76227e-11
2033,1.71648e-11
2034,1.7172e-11
2035,1.72787e-11
2036,1.67346e-11
2037,1.66506e-11
2038,1.37424e-11
2039,1.65698e-11
2040,1.63667e-11
2041,1.63267e-11
2042,1.51583e-11
2043,1.51892e-11
2044,1.54424e-11
2045,1.52718e-11
2046,1.16368e-11
2047,1.49732e-11
2048,1.44703e-11
2049,1.42468e-11
2050,1.38328e-11
2051,1.36415e-11
2052,1.40924e-11
2053,1.40577e-11
2054,1.38447e-11
2055,1.40156e-11
2056,1.35517e-11
2057,1.31807e-11
2058,1.22415e-11
2059,1.23674e-11
2060,1.11398e-11
2061,1.24202e-11
2062,1.2156e-11
2063,1.27841e-11
2064,1.27637e-11
2065,1.27627e-11
2066,1.25633e-11
2067,1.22158e-11
2068,1.18792e-11
2069,9.62627e-12
2070,1.17942e-11
2071,1.18071e-11
2072,1.14928e-11
2073,1.12099e-11
2074,1.05645e-11
2075,1.06876e-11
2076,1.08743e-11
2077,1.06306e-11
2078,1.06997e-11
2079,1.05538e-11
2080,1.03992e-11
2081,1.02825e-11
2082,1.01914e-11
2083,1.00293e-11
2084,9.33417e-12
2085,9.90599e-12
2086,9.64048e-12
2087,9.54487e-12
2088,9.4114e-12
2089,9.29384e-12
2090,8.70595e-12
2091,8.91035e-12
2092,7.96118e-12
2093,9.08799e-12
2094,9.23934e-12
2095,9.1966e-12
2096,8.95833e-12
2097,8.82773e-12
2098,8.64006e-12
2099,7.21382e-12
2100,8.28765e-12
2101,8.01696e-12
2102,8.02323e-12
2103,8.07401e-12
2104,8.04678e-12
2105,7.91992e-12
2106,7.11178e-12
2107,7.08127e-12
2108,7.47525e-12
2109,7.52436e-12
2110,7.28561e-12
2111,7.3035e-12
2112,7.60219e-12
2113,7.44111e-12
2114,7.26632e-12
2115,7.22387e-12
2116,7.33826e-12
2117,7.45499e-12
2118,7.40117e-12
2119,7.09063e-12
2120,7.14973e-12
2121,7.03197e-12
2122,5.79429e-12
2123,6.63065e-12
2124,6.1773e-12
2125,6.50725e-12
2126,6.06257e-12
2127,5.93927e-12
2128,6.23912e-12
2129,5.95419e-12
2130,5.65442e-12
2131,5.9045e-12
2132,6.28326e-12
2133,6.09358e-12
2134,5.85636e-12
2135,5.79163e-12
2136,5.90572e-12
2137,4.86753e-12
2138,5.63943e-12
2139,5.43e-12
2140,4.81884e-12
2141,5.38314e-12
2142,5.4127e-12
2143,5.26608e-12
2144,5.10714e-12
2145,4.18488e-12
2146,4.95944e-12
2147,4.9034e-12
2148,4.8576e-12
2149,4.75876e-12
2150,4.61018e-12
2151,4.46398e-12
2152,4.16299e-12
2153,4.37794e-12
2154,4.35034e-12
2155,4.18881e-12
2156,4.11045e-12
2157,4.12354e-12
2158,3.86647e-12
2159,3.73031e-12
2160,3.53371e-12
2161,3.76686e-12
2162,3.82722e-12
2163,3.84821e-12
2164,3.82298e-12
2165,3.75847e-12
2166,3.68784e-12
2167,3.5079e-12
2168,3.5136e-12
2169,3.46221e-12
2170,3.53893e-12
2171,3.43265e-12
2172,3.1013e-12
2173,3.27956e-12
2174,3.30973e-12
2175,3.30121e-12
2176,3.30514e-12
2177,3.33939e-12
2178,3.31852e-12
2179,3.22758e-12
2180,3.15533e-12
2181,3.09034e-12
2182,3.06657e-12
2183,2.56379e-12
2184,2.99384e-12
2185,2.91011e-12
2186,2.85275e-12
2187,2.80502e-12
2188,2.48078e-12
2189,2.71195e-12
2190,2.73309e-12
2191,2.53777e-12
2192,2.67742e-12
2193,2.56729e-12
2194,2.54171e-12
2195,2.50778e-12
2196,2.44064e-12
2197,2.36356e-12
2198,1.8901e-12
2199,2.25305e-12
2200,2.21085e-12
2201,2.25448e-12
2202,2.19069e-12
2203,2.0733e-12
2204,2.02813e-12
2205,2.01823e-12
2206,1.68536e-12
2207,2.10054e-12
2208,2.03029e-12
2209,1.88064e-12
2210,1.9767e-12
2211,1.93504e-12
2212,1.8245e-12
2213,1.63883e-12
2214,1.65431e-12
2215,1.74808e-12
2216,1.80643e-12
2217,1.80386e-12
2218,1.78797e-12
2219,1.80328e-12
2220,1.72957e-12
2221,1.65674e-12
2222,1.52832e-12
2223,1.68141e-12
2224,1.68738e-12
2225,1.67056e-12
2226,1.60428e-12
2227,1.54709e-12
2228,1.50029e-12
2229,1.49559e-12
2230,1.47932e-12
2231,1.43011e-12
2232,1.38974e-12
2233,1.40223e-12
2234,1.40159e-12
2235,1.34162e-12
2236,1.17005e-12
2237,1.32476e-12
2238,1.19505e-12
2239,1.33332e-12
2240,1.28609e-12
2241,1.25017e-12
2242,1.21181e-12
2243,1.17171e-12
2244,1.04235e-12
2245,1.16e-12
2246,1.14418e-12
2247,1.12175e-12
2248,1.08128e-12
2249,1.04787e-12
2250,1.0752e-12
2251,9.92167e-13
